timeId,x,y
120742,192.8406,166.35999
120807,187.48413,159.97675
120866,183.51764,157.53171
120930,180.76047,153.42766
120995,178.89726,150.18546
121059,177.87009,147.37236
121123,177.27264,145.04724
121184,176.88026,143.91017
121249,177.01855,143.43031
121316,177.17136,143.01926
121385,177.21843,142.36409
121439,177.16412,142.31293
121496,177.3263,141.45331
121556,177.53745,141.39752
121622,177.79337,141.2031
121688,178.12263,140.0186
121772,178.60132,139.62968
121836,178.92468,138.8898
121887,179.10547,138.26613
121940,179.14014,137.63982
121997,179.67276,137.41165
122089,179.30946,137.60365
122116,179.97812,137.07822
122173,180.39053,136.68578
122225,180.56398,136.55518
122283,179.64694,136.5735
122335,179.37677,136.01253
122390,178.93259,135.65955
122453,178.73367,135.24663
122513,178.7669,135.55954
122565,178.40167,136.44312
122620,178.19153,137.24167
122677,177.2344,138.07843
122735,176.68452,139.81372
122790,176.56001,140.36829
122851,176.46594,140.68633
122920,176.31998,141.95354
122985,177.32094,142.17781
123045,178.19492,141.70105
123100,177.70483,139.3823
123151,177.4766,138.06883
123212,177.26163,136.17355
123266,177.61508,136.43404
123319,177.56595,135.01491
123376,177.12444,134.34116
123421,177.21768,133.35992
123485,177.12595,132.79758
123538,177.55795,133.74399
123594,178.10913,134.1234
123653,178.78247,134.34796
123707,179.87846,135.81708
123768,180.57513,135.64478
123815,181.1915,135.48792
123874,181.7074,135.40228
123923,182.21613,135.32541
123978,182.60568,135.65143
124039,182.8302,135.12917
124117,183.47015,135.06328
124171,183.38814,134.91277
124237,183.4592,135.30663
124298,183.17242,135.65125
124347,182.94519,136.00308
124404,182.49405,135.82195
124453,182.18192,136.42305
124506,182.08992,137.39175
124554,182.05614,138.71452
124615,181.47498,139.81564
124666,180.74036,140.30118
124723,179.9231,139.75327
124781,178.95285,140.62132
124867,177.9072,141.14192
124902,176.85638,141.67613
124970,175.65341,141.08673
125033,174.1861,139.73512
125118,172.85934,140.66107
125171,171.51517,142.42885
125235,170.189,142.40091
125301,169.37167,141.8981
125355,169.02945,141.49101
125417,169.58975,142.10773
125477,169.62628,142.1802
125523,169.94798,141.79643
125582,170.68494,142.14055
125647,170.19635,143.28526
125699,170.31032,143.30048
125748,169.97699,143.8898
125804,169.77023,144.7678
125862,169.48706,145.21747
125918,169.39658,146.26907
125987,169.33084,147.13084
126054,169.31784,148.10417
126123,169.49622,148.81693
126176,169.88847,149.35318
126236,170.4942,149.85716
126300,171.36261,150.51888
126348,172.23003,150.98032
126400,173.33017,151.54321
126448,174.36655,151.7533
126503,175.43684,152.26953
126563,176.3533,152.6645
126616,177.12494,152.92061
126670,177.80322,152.94461
126722,178.34427,152.89832
126890,178.751,152.94058
126890,179.10075,153.09702
126891,179.32635,153.21942
126953,179.15277,153.41238
127005,179.06277,153.2533
127060,178.88016,153.17792
127112,178.7814,153.20148
127169,178.6124,153.25381
127216,178.42937,153.26277
127280,178.15784,153.36856
127329,177.81393,153.8234
127386,177.51898,154.3811
127439,177.26718,154.87062
127496,177.04681,155.22232
127582,176.78284,155.6372
127633,176.45331,155.88046
127693,176.09164,156.11276
127764,175.67123,156.6832
127829,175.20001,157.15723
127918,174.6722,157.65913
127943,174.18909,158.02313
128001,173.70502,158.6706
128084,173.13683,159.40862
128151,172.64743,159.99191
128196,171.97826,160.91306
128261,171.67834,162.22714
128317,171.49832,162.77383
128387,171.6449,163.94998
128446,171.93237,165.13174
128497,172.31088,166.55086
128555,172.7249,167.6878
128613,173.0936,168.27625
128671,173.65323,169.06128
128726,174.37454,170.09738
128785,175.15515,171.00507
128844,176.06303,171.75641
128900,177.7414,171.97607
128955,179.51926,172.21634
129019,181.30347,172.29369
129070,183.04056,172.44966
129122,184.66965,172.61447
129181,185.78322,173.10953
129228,187.09607,173.4285
129281,187.9289,173.87988
129338,188.92819,174.15332
129390,189.58026,174.0129
129441,190.73856,173.97375
129490,191.66211,173.55759
129542,192.38565,173.09064
129608,192.84192,172.901
129668,193.42957,172.92271
129722,193.88155,172.91718
129780,194.28177,172.47165
129835,194.21103,172.50208
129886,194.13782,172.3714
129952,193.71173,172.66809
130010,194.27255,172.34906
130072,194.8493,172.58972
130123,195.43503,172.43364
130179,195.77396,172.42505
130235,195.73206,172.3649
130290,195.6622,172.14108
130351,195.66702,171.33981
130412,194.82202,171.63432
130455,194.00319,172.07928
130510,193.2736,172.28596
130565,192.74127,172.38745
130634,192.26874,172.56375
130714,191.53815,172.75668
130774,190.81412,173.0844
130834,190.11264,173.28139
130899,189.51212,173.48111
130960,188.90408,173.36772
131027,188.27798,173.53539
131088,187.64261,173.5827
131144,187.05225,173.53268
131207,186.49112,173.53262
131257,185.92221,173.4613
131334,185.41791,173.4974
131377,185.1368,173.28429
131437,184.76117,173.17679
131489,184.17148,173.33618
131558,183.64278,173.34372
131622,183.11008,173.55869
131692,182.9025,173.39642
131745,182.55585,173.64766
131811,182.20978,173.61218
131882,181.74146,173.53922
131920,181.37593,173.49289
131974,180.78307,173.54016
132028,180.30563,173.6937
132082,179.88333,173.84772
132137,179.4556,174.013
132188,179.15384,174.1741
132241,178.81586,174.25891
132287,178.44678,174.3471
132339,178.23038,174.64523
132402,177.95023,174.75842
132460,177.71036,174.94098
132511,177.4104,174.91837
132554,177.10419,174.82404
132617,176.805,174.82037
132672,176.46281,174.7147
132726,176.2648,174.60507
132778,175.83115,174.96773
132841,175.30505,174.12112
132895,175.28787,173.42795
132947,175.39066,172.99234
133006,174.89606,172.76065
133056,174.2432,172.91714
