timeId,x,y
282048,218.57248,215.15756
282088,218.78555,215.72047
282131,218.97075,215.72818
282173,217.5329,213.14915
282211,215.51935,210.7109
282256,213.9008,208.24152
282291,211.57898,205.85739
282339,209.33368,204.17496
282372,206.98586,203.27995
282412,204.8215,202.54001
282455,202.89923,202.30673
282497,201.82567,202.24487
282532,201.86545,201.87732
282571,204.55553,202.25957
282624,206.27989,202.01527
282651,202.1193,201.20619
282695,199.57349,200.67513
282735,198.38034,200.5727
282770,199.54909,201.06744
282814,203.94958,201.75235
282851,206.41371,202.7196
282894,208.2786,203.54611
282934,208.37602,203.73853
282975,204.75607,202.91585
283011,202.74179,202.76523
283054,201.31671,203.20529
283098,198.15845,203.75711
283137,195.95564,204.90381
283172,192.40047,206.81033
283207,189.9137,208.31833
283251,188.24887,209.30618
283293,187.63504,210.15121
283332,188.58348,209.64058
283377,185.57114,211.8739
283416,183.5539,213.36008
283452,182.04102,213.5836
283493,180.09758,213.98355
283531,178.272,215.00279
283573,177.25558,214.70023
283620,177.05295,215.01918
283655,173.79538,215.66913
283687,171.60352,216.10727
283734,168.18315,217.00082
283771,166.77214,216.94815
283815,165.65096,216.97192
283854,162.82718,215.59605
283892,160.1898,214.3646
283935,160.43446,212.41489
283973,158.01004,211.82074
284015,156.36821,211.38617
284062,154.56863,212.48958
284105,152.48575,212.90302
284148,149.47472,212.91933
284186,148.25089,212.52039
284231,146.60327,212.37482
284269,146.84525,210.96204
284314,146.08745,210.42116
284349,145.69556,210.04172
284384,146.07094,208.8984
284430,146.21362,208.2161
284465,144.34726,208.16217
284505,144.67247,207.60814
284551,145.395,207.37964
284588,144.53712,205.6059
284631,143.96002,204.41473
284670,143.72473,203.63577
284705,144.06564,203.03137
284750,144.00107,202.17662
284792,143.8692,200.48068
284834,145.54161,199.94626
284866,146.4263,198.36594
284903,148.0305,197.05437
284947,149.13077,196.1758
284987,150.50739,195.59167
285023,159.54428,193.07945
285070,166.4712,191.16826
285113,167.64526,190.43513
285154,171.34676,189.75397
285193,173.23717,190.30583
285240,176.0333,190.3673
285282,177.87918,190.39552
285329,178.49716,193.06136
285370,179.36404,196.20732
285425,181.12247,201.01122
285466,182.55789,203.86331
285505,185.38972,203.42624
285545,187.28246,203.47105
285587,175.77228,212.87836
285627,168.08617,219.17355
285666,162.92014,223.50992
285708,159.64746,226.21558
285745,157.38042,228.162
285793,155.64203,229.61021
285827,154.57495,230.41888
285869,153.83073,231.00851
285912,153.27115,231.35976
